BearCode,Date,tbl_Bears_Sex,Born,AQual,VisitAge,NumCubs,ABearCodeListX
X05978,1992-03-21,F,1969,DERIVE,23,3,"X11773 (COY   M), X11774 (COY   M), X11775 (COY   F)"
X05980,1981-03-04,F,1964,TOOTH,17,2,"X05981 (COY   F), X05982 (COY   F)"
X05980,1983-03-18,F,1964,DERIVE,19,2,"X09345 (COY   F), X09346 (COY   F)"
X05980,1983-03-09,F,1964,TOOTH,19,2,"X09345 (COY   F), X09346 (COY   F)"
X05980,1987-09-26,F,1964,DERIVE,23,2,"X10624 (COY   M), X10625 (COY   F)"
X05980,1991-03-14,F,1964,DERIVE,27,1,X11501 (COY   M)
X05980,1991-09-05,F,1964,DERIVE,27,1,X11501 (COY   M)
X05987,1981-03-12,F,1963,TOOTH,18,3,"X04491 (COY   F), X05988 (COY   M), X05989 (COY   M)"
X05987,1981-03-14,F,1963,DERIVE,18,3,"X04491 (COY   F), X05988 (COY   M), X05989 (COY   M)"
X05987,1989-10-07,F,1963,DERIVE,26,0,
X05987,1993-09-06,F,1963,DERIVE,30,0,
X05989,1981-03-12,M,1981,KNOWN,0,0,"X04491 (COY   F), X05987 (ADULT   F), X05988 (COY   M)"
X05989,1981-03-14,M,1981,KNOWN,0,0,"X04491 (COY   F), X05987 (ADULT   F), X05988 (COY   M)"
X05989,1983-10-03,M,1981,KNOWN,2,0,
X05989,1989-10-19,M,1981,KNOWN,8,0,
X05989,1996-11-02,M,1981,KNOWN,15,0,
X05990,1981-03-12,F,1975,TOOTH,6,2,"X05991 (COY   M), X05992 (COY   F)"
X05990,1988-03-12,F,1975,TOOTH,13,3,"X10804 (COY   M), X10805 (COY   M), X10806 (COY   F)"
X05990,1988-09-26,F,1975,DERIVE,13,2,"X10804 (COY   M), X10805 (COY   M)"
X05990,1989-09-29,F,1975,DERIVE,14,1,X10805 (YRLG   M)
X05990,1998-08-31,F,1975,DERIVE,23,0,
X05990,2000-09-08,F,1975,DERIVE,25,0,
X05998,1981-03-13,F,1981,KNOWN,0,0,"X04803 (ADULT   F), X05996 (COY   M), X05997 (COY   F)"
X05998,1983-11-23,F,1981,KNOWN,2,0,
X05998,1983-11-27,F,1981,KNOWN,2,0,
X05998,1983-11-29,F,1981,KNOWN,2,0,
X05998,1987-11-13,F,1981,KNOWN,6,0,
X05998,1987-09-30,F,1981,KNOWN,6,0,
X05998,1990-03-07,F,1981,KNOWN,9,2,"X11237 (COY   F), X11238 (COY   F)"
X05998,1990-09-20,F,1981,KNOWN,9,2,"X11237 (COY   F), X11238 (COY   F)"
X05998,1991-05-12,F,1981,KNOWN,10,0,
X05999,1981-11-02,F,1963,TOOTH,18,2,"X09011 (COY   M), X09012 (COY   F)"
X05999,1981-03-13,F,1963,TOOTH,18,3,"X09011 (COY   M), X09012 (COY   F), Z00025 (COY   F)"
X05999,1983-10-31,F,1963,TOOTH,20,0,
X05999,1984-03-16,F,1963,DERIVE,21,2,"X09538 (COY   F), X09539 (COY   M)"
X05999,1984-03-06,F,1963,DERIVE,21,2,"X09538 (COY   F), X09539 (COY   M)"
X05999,1988-09-16,F,1963,DERIVE,25,1,X10950 (COY   F)
X09001,1980-10-23,F,1967,TOOTH,13,2,"X09002 (YRLG   M), X09003 (YRLG   F)"
X09001,1989-03-18,F,1967,TOOTH,22,2,"X11072 (COY   M), X11073 (COY   F)"
X09001,1989-09-14,F,1967,DERIVE,22,2,"X11072 (COY   M), X11073 (COY   F)"
X09001,1990-09-20,F,1967,DERIVE,23,0,
X09002,1980-10-23,M,1979,TOOTH,1,0,"X09001 (ADULT   F), X09003 (YRLG   F)"
X09002,1989-09-20,M,1979,DERIVE,10,0,
X09002,1992-08-31,M,1979,DERIVE,13,0,
X09002,1994-11-13,M,1979,TOOTH,15,0,
X09004,1980-10-23,F,1973,TOOTH,7,0,
X09004,1980-10-28,F,1973,DERIVE,7,0,
X09004,1980-11-25,F,1973,DERIVE,7,0,
X09004,1981-03-17,F,1973,DERIVE,8,0,
X09004,1981-03-04,F,1973,DERIVE,8,0,
X09004,1982-11-07,F,1973,TOOTH,9,2,"X09293 (COY   F), X09294 (COY   M)"
X09004,1983-10-05,F,1973,TOOTH,10,1,X09293 (YRLG   F)
X09004,1995-09-05,F,1973,DERIVE,22,2,"X12385 (COY   M), X12386 (COY   F)"
X09006,1980-10-24,F,1973,TOOTH,7,2,"X09007 (COY   F), X09008 (COY   M)"
X09006,1982-03-02,F,1973,TOOTH,9,2,"X09159 (COY   M), X09160 (COY   F)"
X09006,1989-09-16,F,1973,DERIVE,16,0,
X09006,1990-03-07,F,1973,DERIVE,17,0,
X09006,1996-08-31,F,1973,DERIVE,23,1,X12474 (COY   F)
X09006,1997-09-20,F,1973,DERIVE,24,1,X12474 (YRLG   F)
X09006,2000-09-04,F,1973,DERIVE,27,0,
X09010,1980-10-25,F,1976,TOOTH,4,0,
X09010,1982-03-25,F,1976,DERIVE,6,2,"X09164 (COY   F), X09165 (COY   M)"
X09010,1982-03-08,F,1976,TOOTH,6,2,"X09164 (COY   F), X09165 (COY   M)"
X09010,1983-10-31,F,1976,DERIVE,7,0,
X09010,1983-10-06,F,1976,TOOTH,7,0,
X09010,1984-10-15,F,1976,DERIVE,8,0,
X09010,1984-02-25,F,1976,DERIVE,8,2,"X09520 (COY   F), X09521 (COY   M)"
X09010,1984-02-29,F,1976,DERIVE,8,0,
X09010,1984-03-15,F,1976,DERIVE,8,2,"X09520 (COY   F), X09521 (COY   M)"
X09010,1984-03-06,F,1976,TOOTH,8,2,"X09520 (COY   F), X09521 (COY   M)"
X09010,1984-07-28,F,1976,DERIVE,8,0,
X09010,1984-08-25,F,1976,DERIVE,8,0,
X09010,1984-09-12,F,1976,DERIVE,8,0,
X09010,1984-09-28,F,1976,DERIVE,8,0,
X09010,1991-03-04,F,1976,DERIVE,15,2,"X11446 (COY   M), X11447 (COY   F)"
X09010,1991-09-01,F,1976,DERIVE,15,1,X11447 (COY   F)
X09010,1991-09-10,F,1976,DERIVE,15,1,X11447 (COY   F)
X09010,1992-10-01,F,1976,DERIVE,16,1,X11447 (YRLG   F)
X09010,1992-11-02,F,1976,DERIVE,16,1,X11447 (YRLG   F)
X09010,1992-08-27,F,1976,DERIVE,16,1,X11447 (YRLG   F)
X09010,1993-08-07,F,1976,DERIVE,17,0,
X09010,1994-10-14,F,1976,DERIVE,18,2,"X17720 (COY   M), X17721 (COY   F)"
X09010,1994-03-03,F,1976,DERIVE,18,2,"X17720 (COY   M), X17721 (COY   F)"
X09010,1994-09-12,F,1976,DERIVE,18,2,"X17720 (COY   M), X17721 (COY   F)"
X09014,1981-03-13,F,1981,KNOWN,0,0,"X09013 (ADULT   F), X09015 (COY   M), X09016 (COY   M)"
X09014,1983-11-28,F,1981,KNOWN,2,0,
X09014,1993-09-04,F,1981,KNOWN,12,0,
X09014,1995-09-09,F,1981,KNOWN,14,1,X12395 (YRLG   M)
X09014,2000-09-07,F,1981,KNOWN,19,0,
X09017,1981-03-14,F,1973,TOOTH,8,2,"X09018 (COY   F), X09019 (COY   M)"
X09017,1983-10-10,F,1973,TOOTH,10,1,X09464 (COY   F)
X09017,1989-09-10,F,1973,DERIVE,16,1,X11117 (COY   M)
X09017,1992-03-19,F,1973,DERIVE,19,2,"X11765 (COY   M), X11766 (COY   F)"
X09017,1992-09-10,F,1973,DERIVE,19,0,
X09017,1993-09-03,F,1973,DERIVE,20,0,
X09017,1994-11-10,F,1973,DERIVE,21,1,X11810 (COY   F)
X09022,1981-10-23,F,1968,TOOTH,13,1,X09023 (COY   F)
X09022,1981-03-15,F,1968,TOOTH,13,1,X09023 (COY   F)
X09022,1987-09-20,F,1968,DERIVE,19,0,
X09022,1988-09-18,F,1968,DERIVE,20,0,
X09024,1981-03-16,F,1969,TOOTH,12,2,"X09025 (COY   M), X09026 (COY   M)"
X09024,1987-03-08,F,1969,TOOTH,18,2,"X10223 (COY   M), X10224 (COY   M)"
X09028,1981-03-16,F,1981,KNOWN,0,0,"X09027 (COY   F), X09029 (ADULT   F)"
X09028,1982-10-29,F,1981,KNOWN,1,0,
X09028,1987-10-03,F,1981,KNOWN,6,1,X10681 (COY   M)
X09030,1981-03-17,F,1971,TOOTH,10,2,"X09031 (COY   M), X09032 (COY   F)"
X09030,1984-02-29,F,1971,DERIVE,13,2,"X09550 (COY   F), X09551 (COY   M)"
X09030,1984-03-08,F,1971,TOOTH,13,2,"X09550 (COY   F), X09551 (COY   M)"
X09030,1988-03-15,F,1971,DERIVE,17,2,"X10824 (COY   M), X10825 (COY   M)"
X09030,1988-09-18,F,1971,DERIVE,17,2,"X10824 (COY   M), X10825 (COY   M)"
X09030,1989-08-13,F,1971,DERIVE,18,2,"X10824 (YRLG   M), X10825 (YRLG   M)"
X09030,1989-09-03,F,1971,DERIVE,18,2,"X10824 (YRLG   M), X10825 (YRLG   M)"
X09032,1981-03-17,F,1981,KNOWN,0,0,"X09030 (ADULT   F), X09031 (COY   M)"
X09032,1983-10-16,F,1981,KNOWN,2,0,
X09032,1989-09-15,F,1981,KNOWN,8,2,"X11309 (COY   M), X11310 (COY   M)"
X09032,1993-09-03,F,1981,KNOWN,12,1,X12050 (YRLG   F)
X09032,1996-11-01,F,1981,KNOWN,15,1,X03467 (COY   M)
X09032,1996-06-25,F,1981,KNOWN,15,3,"X03466 (COY   M), X03467 (COY   M), X03468 (COY   F)"
X09032,2003-09-14,F,1981,KNOWN,22,2,"X19757 (COY   M), X19758 (COY   F)"
X09034,1981-03-17,F,1981,KNOWN,0,0,X09033 (ADULT   F)
X09034,1989-03-11,F,1981,KNOWN,8,2,"X11054 (COY   M), X11055 (COY   M)"
X09034,1989-09-14,F,1981,KNOWN,8,0,
X09034,1990-09-28,F,1981,KNOWN,9,2,"X11481 (COY   M), X11482 (COY   M)"
X09034,1993-03-07,F,1981,KNOWN,12,3,"X11790 (COY   M), X11791 (COY   F), X11792 (COY   F)"
X09034,1993-08-31,F,1981,KNOWN,12,1,X11791 (COY   F)
X09034,1995-03-13,F,1981,KNOWN,14,2,"X12288 (COY   M), X12289 (COY   F)"
X09034,1995-03-05,F,1981,KNOWN,14,2,"X12288 (COY   M), X12289 (COY   F)"
X09034,1995-08-22,F,1981,KNOWN,14,2,"X12288 (COY   M), X12289 (COY   F)"
X09034,1996-09-05,F,1981,KNOWN,15,2,"X12288 (YRLG   M), X12289 (YRLG   F)"
X09034,1998-03-21,F,1981,KNOWN,17,1,X12730 (COY   F)
X09034,1998-08-29,F,1981,KNOWN,17,1,X12730 (COY   F)
X09034,1999-08-24,F,1981,KNOWN,18,1,X12730 (YRLG   F)
X09034,2000-09-24,F,1981,KNOWN,19,0,
X09034,2001-03-11,F,1981,KNOWN,20,2,"S00161 (COY   U), S00162 (COY   U)"
X09034,2001-09-01,F,1981,KNOWN,20,1,S00161 (COY   U)
X09034,2003-03-17,F,1981,KNOWN,22,3,"X19711 (COY   F), X19712 (COY   M), X19713 (COY   F)"
X09034,2003-09-14,F,1981,KNOWN,22,1,S00182 (COY   U)
X09034,2004-09-01,F,1981,KNOWN,23,1,S00182 (YRLG   U)
X09034,2005-09-14,F,1981,KNOWN,24,0,
X09034,2006-09-03,F,1981,KNOWN,25,0,
X09036,1981-03-23,F,1981,KNOWN,0,0,X09035 (ADULT   F)
X09036,1988-09-02,F,1981,KNOWN,7,0,
X09041,1981-03-25,F,1975,TOOTH,6,0,
X09041,1986-09-21,F,1975,TOOTH,11,1,X10083 (YRLG   F)
X09041,1988-03-09,F,1975,DERIVE,13,2,"X10758 (COY   F), X10759 (COY   M)"
X09041,1989-09-23,F,1975,DERIVE,14,1,X10758 (YRLG   F)
X09041,1991-03-02,F,1975,DERIVE,16,1,X11498 (COY   M)
X09041,1991-09-11,F,1975,DERIVE,16,1,X11498 (COY   M)
X09041,1992-10-05,F,1975,DERIVE,17,1,X11498 (YRLG   M)
X09041,1992-11-01,F,1975,DERIVE,17,1,X11498 (YRLG   M)
X09041,1992-09-05,F,1975,DERIVE,17,1,X11498 (YRLG   M)
X09041,1993-09-07,F,1975,DERIVE,18,0,
X09041,1994-10-26,F,1975,DERIVE,19,1,X17750 (COY   F)
X09041,1994-03-10,F,1975,DERIVE,19,1,X17750 (COY   F)
X09041,1997-03-08,F,1975,DERIVE,22,2,"X12551 (COY   M), X12552 (COY   M)"
X09041,1997-09-06,F,1975,DERIVE,22,2,"X12551 (COY   M), X12552 (COY   M)"
X09041,1998-09-20,F,1975,DERIVE,23,0,
X09041,1999-03-07,F,1975,DERIVE,24,0,
X09041,2000-09-08,F,1975,DERIVE,25,0,
X09041,2002-02-26,F,1975,DERIVE,27,1,X19607 (COY   M)
X09045,1981-08-04,M,1979,TOOTH,2,0,
X09045,1988-09-18,M,1979,TOOTH,9,0,
X09045,1990-09-11,M,1979,DERIVE,11,0,
X09045,1996-09-11,M,1979,DERIVE,17,0,
X09045,1997-09-16,M,1979,DERIVE,18,0,
X09045,2001-11-08,M,1979,DERIVE,22,0,
X09051,1981-08-09,F,1981,KNOWN,0,0,"X09050 (ADULT   F), X09052 (COY   M)"
X09051,1990-09-22,F,1981,KNOWN,9,0,
X09051,1992-09-06,F,1981,KNOWN,11,1,X11674 (COY   M)
X09051,1995-11-12,F,1981,KNOWN,14,0,
X09056,1981-10-28,F,1981,KNOWN,0,0,"X09055 (ADULT   F), X09057 (COY   M)"
X09056,1981-11-05,F,1981,KNOWN,0,0,"X09055 (ADULT   F), X09057 (COY   M)"
X09056,1981-08-09,F,1981,KNOWN,0,0,"X09055 (ADULT   F), X09057 (COY   M)"
X09056,1988-09-12,F,1981,KNOWN,7,1,X10927 (YRLG   F)
X09056,1990-11-05,F,1981,KNOWN,9,0,
X09056,1992-03-10,F,1981,KNOWN,11,2,"X11750 (COY   M), X11751 (COY   M)"
X09056,1992-08-27,F,1981,KNOWN,11,1,X11751 (COY   M)
X09056,1992-09-19,F,1981,KNOWN,11,1,X11751 (COY   M)
X09056,1993-08-29,F,1981,KNOWN,12,1,X11751 (YRLG   M)
X09056,1999-11-02,F,1981,KNOWN,18,0,
X09058,1981-08-10,M,1979,TOOTH,2,0,
X09058,1986-09-27,M,1979,TOOTH,7,0,
X09058,1991-09-02,M,1979,DERIVE,12,0,
X09059,1981-08-10,F,1980,TOOTH,1,0,X05562 (ADULT   F)
X09059,1992-09-05,F,1980,TOOTH,12,0,
X09059,1996-07-20,F,1980,DERIVE,16,0,
X09059,1997-03-16,F,1980,DERIVE,17,2,"X12566 (COY   F), X12567 (COY   M)"
X09059,1999-03-07,F,1980,DERIVE,19,2,"X19162 (COY   F), X19163 (COY   F)"
X09069,1981-10-18,M,1971,TOOTH,10,0,
X09069,1981-10-27,M,1971,DERIVE,10,0,
X09069,1986-09-25,M,1971,TOOTH,15,0,
X09069,1989-05-24,M,1971,TOOTH,18,0,
X09073,1981-10-22,M,1980,TOOTH,1,0,X00569 (ADULT   F)
X09073,1984-10-15,M,1980,DERIVE,4,0,
X09073,1984-11-07,M,1980,DERIVE,4,0,
X09073,1984-08-19,M,1980,TOOTH,4,0,
X09073,1984-08-25,M,1980,DERIVE,4,0,
X09073,1984-09-27,M,1980,DERIVE,4,0,
X09073,1995-08-27,M,1980,DERIVE,15,0,
X09073,1997-09-16,M,1980,DERIVE,17,0,
X09073,2006-07-16,M,1980,DERIVE,26,0,
X09077,1981-10-23,M,1981,KNOWN,0,0,"X04818 (ADULT   F), X09078 (COY   F)"
X09077,1983-08-21,M,1981,KNOWN,2,0,
X09077,1987-08-31,M,1981,KNOWN,6,0,
X09077,1988-11-11,M,1981,KNOWN,7,0,
X09077,1991-09-01,M,1981,KNOWN,10,0,
X09077,1997-11-12,M,1981,KNOWN,16,0,
X09084,1981-10-26,M,1981,KNOWN,0,0,X02031 (ADULT   F)
X09084,1986-11-04,M,1981,KNOWN,5,0,
X09084,1986-09-27,M,1981,KNOWN,5,0,
X09084,1986-09-30,M,1981,KNOWN,5,0,
X09084,1987-11-01,M,1981,KNOWN,6,0,
X09084,1987-09-02,M,1981,KNOWN,6,0,
X09084,1988-08-30,M,1981,KNOWN,7,0,
X09084,1990-11-06,M,1981,KNOWN,9,0,
X09084,1990-08-24,M,1981,KNOWN,9,0,
X09084,1991-10-19,M,1981,KNOWN,10,0,
X09084,1991-08-30,M,1981,KNOWN,10,0,
X09084,1992-10-15,M,1981,KNOWN,11,0,
X09085,1981-10-28,M,1980,TOOTH,1,0,"X02279 (ADULT   F), X09086 (YRLG   M)"
X09085,1986-09-28,M,1980,TOOTH,6,0,
X09085,1987-09-30,M,1980,DERIVE,7,0,
X09085,1988-09-29,M,1980,DERIVE,8,0,
X09085,1989-09-18,M,1980,DERIVE,9,0,
X09085,1990-09-23,M,1980,DERIVE,10,0,
X09085,1991-07-17,M,1980,TOOTH,11,0,
X09088,1981-10-28,M,1973,TOOTH,8,0,
X09088,1987-09-20,M,1973,TOOTH,14,0,
X09093,1981-11-02,M,1967,TOOTH,14,0,
X09093,1988-09-11,M,1967,TOOTH,21,0,
X09094,1981-11-02,F,1960,TOOTH,21,0,
X09094,1981-11-05,F,1960,DERIVE,21,0,
X09094,1987-08-30,F,1960,DERIVE,27,0,
X09095,1981-11-05,M,1975,TOOTH,6,0,
X09095,1989-10-01,M,1975,TOOTH,14,0,
X09095,1997-09-02,M,1975,DERIVE,22,0,
X09096,1981-11-11,F,1978,DERIVE,3,0,
X09096,1981-11-05,F,1978,TOOTH,3,0,
X09096,1989-03-19,F,1978,TOOTH,11,0,
X09096,1991-09-07,F,1978,DERIVE,13,1,X11709 (YRLG   M)
X09096,1993-09-06,F,1978,DERIVE,15,2,"X12066 (COY   M), X12067 (COY   F)"
X09097,1981-11-11,F,1974,DERIVE,7,0,
X09097,1981-11-05,F,1974,TOOTH,7,0,
X09097,1986-09-28,F,1974,TOOTH,12,1,X10205 (COY   M)
X09097,1987-08-30,F,1974,DERIVE,13,1,X10205 (YRLG   M)
X09097,1989-03-08,F,1974,DERIVE,15,2,"X11043 (COY   F), X11044 (COY   F)"
X09097,1989-09-19,F,1974,DERIVE,15,1,X11044 (COY   F)
X09097,1990-11-09,F,1974,TOOTH,16,0,
X09097,1990-09-12,F,1974,DERIVE,16,0,
X09097,1990-09-16,F,1974,DERIVE,16,1,X11044 (YRLG   F)
X09118,1981-10-25,F,1979,TOOTH,2,0,
X09118,1981-10-28,F,1979,DERIVE,2,0,
X09118,1983-10-11,F,1979,TOOTH,4,0,
X09118,1985-10-17,F,1979,DERIVE,6,0,
X09118,1985-10-03,F,1979,DERIVE,6,0,
X09118,1985-11-04,F,1979,DERIVE,6,0,
X09118,1985-08-15,F,1979,DERIVE,6,0,
X09118,1985-08-05,F,1979,TOOTH,6,0,
X09118,1987-09-01,F,1979,DERIVE,8,2,"X16346 (YRLG   F), X16347 (YRLG   F)"
X09118,1988-09-18,F,1979,DERIVE,9,0,
X09118,1994-11-02,F,1979,DERIVE,15,2,"X03424 (COY   M), X03425 (COY   M)"
X09118,1994-09-22,F,1979,DERIVE,15,2,"X03424 (COY   M), X03425 (COY   M)"
X09118,1999-11-06,F,1979,DERIVE,20,1,X17091 (COY   F)
X09118,2001-11-09,F,1979,DERIVE,22,2,"X17175 (COY   F), X17176 (COY   M)"
X09121,1981-10-30,M,1977,TOOTH,4,0,
X09121,1981-11-03,M,1977,DERIVE,4,0,
X09121,1981-11-06,M,1977,DERIVE,4,0,
X09121,1982-10-13,M,1977,TOOTH,5,0,
X09121,1983-10-25,M,1977,DERIVE,6,0,
X09121,1983-10-26,M,1977,DERIVE,6,0,
X09121,1983-10-03,M,1977,DERIVE,6,0,
X09121,1983-11-21,M,1977,DERIVE,6,0,
X09121,1983-11-29,M,1977,DERIVE,6,0,
X09121,1983-07-31,M,1977,TOOTH,6,0,
X09121,1983-09-16,M,1977,DERIVE,6,0,
X09121,1984-10-15,M,1977,DERIVE,7,0,
X09121,1984-10-27,M,1977,DERIVE,7,0,
X09121,1984-07-28,M,1977,TOOTH,7,0,
X09121,1984-08-11,M,1977,DERIVE,7,0,
X09121,1984-08-13,M,1977,DERIVE,7,0,
X09121,1984-08-04,M,1977,DERIVE,7,0,
X09121,1984-08-07,M,1977,DERIVE,7,0,
X09121,1984-09-11,M,1977,DERIVE,7,0,
X09121,1984-09-27,M,1977,DERIVE,7,0,
X09121,1987-10-01,M,1977,DERIVE,10,0,
X09124,1981-11-03,M,1979,TOOTH,2,0,
X09124,1997-09-10,M,1979,TOOTH,18,0,
X09126,1981-11-10,M,1979,DERIVE,2,0,
X09126,1981-11-02,M,1979,TOOTH,2,0,
X09126,1982-10-27,M,1979,TOOTH,3,0,
X09126,1983-11-25,M,1979,DERIVE,4,0,
X09126,1987-08-28,M,1979,DERIVE,8,0,
X09126,1988-09-10,M,1979,DERIVE,9,0,
X09126,1991-10-22,M,1979,DERIVE,12,0,
X09126,1992-09-23,M,1979,DERIVE,13,0,
X09126,1996-10-11,M,1979,DERIVE,17,0,
X09126,1997-11-02,M,1979,DERIVE,18,0,
X09128,1981-11-03,M,1979,TOOTH,2,0,
X09128,1989-09-11,M,1979,DERIVE,10,0,
X09140,1981-11-12,M,1981,KNOWN,0,0,"X02077 (ADULT   F), X09139 (COY   F), X09141 (COY   M)"
X09140,1983-10-10,M,1981,KNOWN,2,0,
X09140,1983-10-25,M,1981,KNOWN,2,0,
X09140,1987-09-16,M,1981,KNOWN,6,0,
X09140,1989-09-21,M,1981,KNOWN,8,0,
X09140,1990-09-22,M,1981,KNOWN,9,0,
X09140,2001-11-14,M,1981,KNOWN,20,0,
X09153,1982-03-01,F,1967,TOOTH,15,2,"X09154 (COY   M), X09155 (COY   M)"
X09153,1988-09-07,F,1967,DERIVE,21,3,"X10883 (COY   F), X10884 (COY   F), X10885 (COY   F)"
X09160,1982-03-02,F,1982,KNOWN,0,0,"X09006 (ADULT   F), X09159 (COY   M)"
X09160,1987-09-15,F,1982,KNOWN,5,0,
X09160,1988-03-15,F,1982,KNOWN,6,2,"X10829 (COY   M), X10830 (COY   M)"
X09160,1991-09-05,F,1982,KNOWN,9,0,
X09162,1982-03-08,F,1982,KNOWN,0,0,"X09161 (ADULT   F), X09163 (COY   M)"
X09162,1984-07-26,F,1982,KNOWN,2,0,
X09162,1986-09-22,F,1982,KNOWN,4,0,
X09162,1988-09-15,F,1982,KNOWN,6,0,
X09162,1994-02-27,F,1982,KNOWN,12,2,"X12106 (COY   F), X12107 (COY   F)"
X09162,1994-09-16,F,1982,KNOWN,12,2,"X12106 (COY   F), X12107 (COY   F)"
X09162,1995-08-25,F,1982,KNOWN,13,0,
X09162,1996-09-15,F,1982,KNOWN,14,1,X12536 (COY   F)
X09163,1982-03-08,M,1982,KNOWN,0,0,"X09161 (ADULT   F), X09162 (COY   F)"
X09163,1984-10-27,M,1982,KNOWN,2,0,
X09163,1984-08-03,M,1982,KNOWN,2,0,
X09163,1985-10-15,M,1982,KNOWN,3,0,
X09163,1985-11-01,M,1982,KNOWN,3,0,
X09163,1985-11-04,M,1982,KNOWN,3,0,
X09163,1985-08-20,M,1982,KNOWN,3,0,
X09163,1986-07-30,M,1982,KNOWN,4,0,
X09163,1991-10-17,M,1982,KNOWN,9,0,
X09163,1991-10-22,M,1982,KNOWN,9,0,
X09163,1993-09-11,M,1982,KNOWN,11,0,
X09163,1996-10-22,M,1982,KNOWN,14,0,
X09163,1997-09-15,M,1982,KNOWN,15,0,
X09163,1999-10-07,M,1982,KNOWN,17,0,
X09163,1999-08-29,M,1982,KNOWN,17,0,
X09163,2001-08-29,M,1982,KNOWN,19,0,
X09163,2002-09-14,M,1982,KNOWN,20,0,
X09163,2003-10-03,M,1982,KNOWN,21,0,
X09163,2004-09-11,M,1982,KNOWN,22,0,
X09171,1982-03-15,F,1965,TOOTH,17,2,"X09172 (COY   M), X09173 (COY   M)"
X09171,1983-11-28,F,1965,DERIVE,18,3,"X05586 (COY   F), X05587 (COY   M), X05588 (COY   F)"
X09171,1984-10-17,F,1965,DERIVE,19,0,
X09171,1984-07-28,F,1965,DERIVE,19,0,
X09171,1984-09-27,F,1965,DERIVE,19,0,
X09171,1985-10-18,F,1965,DERIVE,20,0,
X09171,1985-10-05,F,1965,DERIVE,20,0,
X09171,1985-08-14,F,1965,DERIVE,20,0,
X09171,1988-09-01,F,1965,DERIVE,23,1,X10859 (COY   M)
X09171,1993-09-02,F,1965,DERIVE,28,1,X11631 (COY   F)
X09176,1982-03-16,M,1982,KNOWN,0,0,"X05871 (ADULT   F), X09177 (COY   M)"
X09176,1983-10-03,M,1982,KNOWN,1,0,"X05871 (ADULT   F), X09177 (YRLG   M)"
X09176,1989-09-21,M,1982,KNOWN,7,0,
X09182,1982-03-18,F,1982,KNOWN,0,0,X05895 (ADULT   F)
X09182,1984-08-01,F,1982,KNOWN,2,0,
X09182,1985-08-12,F,1982,KNOWN,3,0,
X09182,1985-08-09,F,1982,KNOWN,3,0,
X09182,1987-07-18,F,1982,KNOWN,5,1,X05655 (COY   F)
X09182,1987-07-24,F,1982,KNOWN,5,1,X05655 (COY   F)
X09182,1994-09-10,F,1982,KNOWN,12,0,
X09182,1995-03-14,F,1982,KNOWN,13,2,"X12330 (COY   F), X12331 (COY   M)"
X09182,1996-07-21,F,1982,KNOWN,14,1,X12330 (YRLG   F)
X09182,1998-11-27,F,1982,KNOWN,16,2,"X17061 (COY   F), X17062 (COY   F)"
X09182,2001-03-04,F,1982,KNOWN,19,2,"X19352 (COY   M), X19353 (COY   F)"
X09199,1982-07-25,F,1976,TOOTH,6,0,
X09199,1994-09-01,F,1976,TOOTH,18,1,X12222 (2YR   M)
X09199,2002-09-11,F,1976,DERIVE,26,1,X19673 (COY   M)
X09213,1982-10-20,F,1979,DERIVE,3,0,
X09213,1982-10-08,F,1979,TOOTH,3,0,
X09213,1983-10-30,F,1979,TOOTH,4,0,
X09213,1984-10-17,F,1979,DERIVE,5,0,
X09213,1984-11-06,F,1979,DERIVE,5,0,
X09213,1984-08-01,F,1979,DERIVE,5,0,
X09213,1984-08-25,F,1979,DERIVE,5,0,
X09213,1984-09-11,F,1979,DERIVE,5,0,
X09213,1984-09-26,F,1979,DERIVE,5,0,
X09213,1986-10-18,F,1979,DERIVE,7,1,X10201 (COY   F)
X09213,1986-10-30,F,1979,DERIVE,7,0,
X09213,1986-09-26,F,1979,TOOTH,7,1,X10201 (COY   F)
X09214,1982-10-27,M,1979,TOOTH,3,0,
X09214,1984-08-11,M,1979,DERIVE,5,0,
X09214,1984-08-07,M,1979,TOOTH,5,0,
X09214,1988-09-28,M,1979,DERIVE,9,0,
X09214,1994-09-07,M,1979,DERIVE,15,0,
X09214,1996-09-15,M,1979,DERIVE,17,0,
X09216,1982-10-27,M,1974,TOOTH,8,0,
X09216,1983-10-15,M,1974,TOOTH,9,0,
X09216,1983-11-07,M,1974,DERIVE,9,0,
X09216,1983-07-22,M,1974,DERIVE,9,0,
X09216,1986-09-17,M,1974,TOOTH,12,0,
X09216,1986-09-30,M,1974,DERIVE,12,0,
X09216,1991-09-03,M,1974,DERIVE,17,0,
X09216,1993-08-28,M,1974,DERIVE,19,0,
X09216,1994-09-16,M,1974,DERIVE,20,0,
X09216,1995-09-11,M,1974,DERIVE,21,0,
X09223,1982-11-01,M,1979,TOOTH,3,0,
X09223,1983-10-25,M,1979,DERIVE,4,0,
X09223,1983-11-01,M,1979,DERIVE,4,0,
X09223,1983-08-20,M,1979,TOOTH,4,0,
X09223,1983-09-16,M,1979,DERIVE,4,0,
X09223,1986-09-24,M,1979,TOOTH,7,0,
X09223,1990-08-28,M,1979,DERIVE,11,0,
X09223,1990-08-09,M,1979,DERIVE,11,0,
X09223,1994-11-01,M,1979,TOOTH,15,0,
X09224,1982-11-02,M,1981,TOOTH,1,0,
